content,score
Sangat bagus,5
Paling ok,5
"Ini aplikasi payah, tidak lengkap",1
Ribet amat nih aplikasi,1
Ok,5
Ga bisaa login loh astagaaaaa bikin emosii. Pdhl nomer dah bener. Semoga Telkomsel ganti ke disney lagi dah. Parah Amazon ga guna,1
Katanya isi paket telkomsel dapet free prime video udh login malah disuruh bayar lagi gk jelas,1
Its ok,4
Gimana sih baru daftar udah gak bisa masuk,1
"Aplikasi sampah. Sudah upgrade prime tapi tidak bisa membuka satupun video, selalu tidak tersedia. DISNEY+ HOTSTAR DAN NETFLIX JAUH LEBIH BAGUS.",1
Ok,5
"Saya senang menonton dengan aplikasi ini, sayang hanya untuk mobile device. Thanks",4
Nice,5
Terimalasih,5
Susah login,1
"aplikasi ga jelas, login gagal terus tuh apa fah",1
"Aplikasi sangat susah untuk login, daftar account baru error terus, download aplikasi ini karna langganan Telkomsel. Mohon Telkomsel juga dibantu ya !!!!",1
Oke deh...,3
"Aplikasi trmenyulitkan yg prnh ada di,mulai dr bikin akun:instruksinya membingungkn utk bag isi nama ""Tuliskan nama depan dan blkg"" dimana ada instruksi spt itu utk penulisan nama? Terjmahnya itu kaya native baru bljr indo, utk kolom ke2 penulisan no hp, tidak ada instruksi apa2, user hrus bisa membaca pikiran aplikasi, lalu ada bag dmn hrs isi negara pilihan blank baru bisa di isi ktika klik& font pakai warna putih yg mana tdk terlihat, promo dmn2,eksekusi bkn ktwa. Smpai dtik ini blm bs msk jg",1
mau login aja susah banget berkali kali gabisa padahal nomor sama sandi udah bener pake email jg gabisa harus ada tantangan segala lah gembel banget ni apk,1
Good,5
Segera ditambah update film2 terbarunya,4
Good,5
Mantaps,5
Bagus,5
Untuk login nya sulit,1
Apaan sih anjg susah bener login kontl bener,2
"aplikasinya terbengkalai developer kurang serius login lupa password susah banget kode verifikasi tidak masuk² pas masuk abis itu minta kode lagi tapi tidak ada keterangan kode apa masih mending Disney+ 😂 (yang mau login pake nomor hp tambah ""+62"")",1
Aman dan sekarang mudah untuk berlangganan,5
Di coba dl ahh,2
"Sudah 7 hari sejak langganan Prime saya dihentikan. Pdhl saya beli paket Telkomsel yg bundling dg langganan Prime 30 hari. Sudah berkali-kali kontak CS Telkomsel via twitter juga CS aplikasinya via WA, gak ada hasilnya. Semua arahannya sudah dikuti tapi tetap aja mas uji coba gratis 7 hari yg muncul. Pdhl ini bukan baru pakai Prime ini perpanjangan langganan yg ke-6. Bahkan dari CS aplikasinya dikatakan masih berlangganan walaupun faktanya di aplikasi berkata lain. Begitulah jika cs-nya bot.",1
"Cuma mau bilang aplikasi prime video ini sangat parah , saya mau langganan sudah melalui my telkomsel yg bulanan, yg 21 ribu Tapi setelah saya putar di aplikasi prime video masih harus bayar . Karena belum aktifkan Amazon prime video lewat SMS tapi SMS ny gak ada untuk arahin nya asli aplikasi parah. Sebenernya gak ikhlas saya kasih bintang 1 mau nya gak mau saya kasih bintang",1
"Akun dg no hp dan email sama tp susah masuknya tdk terdftar, plihan kode negara tdk muncul. Apk amazon plg susah deh untuk sign in berulang seperti in",3
"Saya minta dana saya dikembalikan, padahal baru daftar premium nya tapi dana saya langsung di ambil sedangkan disitu tertera peraturan nya trial 7 hari baru bayar.saya mohon pihak terkait menanggapi nya dengan serius 🙏",1
Kok gabisa mutar video katanya beli paket telkomsel langsung bisa berlanggan,1
Aplikasi gak jelas,1
Film yang di hadirkan asik banget,4
Okelah,5
Saya beli paket prime video di apk telkomsel tetapi tidak bisa login di Apk.nya kenapa ya,4
Filmnya seru,5
Filmnya seru semua,5
Susah daftar nya disini terlalu ribet,2
Good,5
Mantab,5
"Masih banyak kurangnya, dari ui yang lambat memuat konten, lambat untuk load video yang baru ditonton, dan subtitle yang kadang tidak langsung muncul membuat experience menonton disini berkurang",2
Film sex,5
Sukaaaaaaaa,5
kalo bisa film2 barunya dibanyakin lagi. thanks.,5
Tinggal di banyakin lagi koleksi genre filmnya,4
Keren..filmnya update,5
Susah kali buat login nyaa,1
Film nya bagus bagus,5
Kenapa sih nga ada subtitle indonesia,2
Mantabb,5
"kalo nonton di HP patah² terus, tapi di Web lancar hadehhh",1
"Padahal nomor telepon Telkomsel aktif paket bulanan prime video nya, tetapi ketika buka aplikasi prime video disuruh bayar berlangganan atau mulai uji coba gratis, gimana sih... Padahal email dan no hp sudah benar kenapa paket bulanannya tidak bisa di gunakan!!!",1
Sangat susah sekali menggabungkan d3ngan smart tv,1
Parah kualitas nya gak bisa diatur,2
"Saya berlangganan bulanan, sdh dipotong pulsa plus ppn. Belum lagi masih dapat free nonton dari pembelian paket telkomsel. TAPI saya TETAP DIKENAKAN kuota juga saat nonton film di prime.. trs gunanya saya berlangganan berbayar buat apa kl msh pakai paket data lagi??",1
Mantap.. Puas..👍❤,5
Syg bgt tidak komolit,5
Mungkin bisa memperbanyak film,5
"Aku langganan prime karena telkomsel, dan setiap bulannya harus ferifikasi dulu supaya bisa nonton. Kenapa ya kok harus gitu? Seharusnya sudh langsung bisa nyambung kaya yang aplikasi mantan. Bulan ini waktu mau login, katanya nomorku tidak terdaftar, saat aku mencoba membuat baru, katanya nomorku sudah ada yang pakai, lalu aku pakai cara lupa sandi, katanya nomor atau emailku tidak terdaftar lagi. Lalu guna kamu itu apa? Sekarang udah aku hapus aplikasinya, ga sudi aku buka prime lagi.",1
Terima kasih,5
❤,5
Turunkan tarifnya 🙏,5
Good,4
Kenapa setiap cari film pilihan mesti wajib nonton film yang di rekomendasikan,2
Katanya dari Telkomsel mendapatkan berlangganan prime video mobile. Kok masih berbayar ya? Ngga paham saya,3
Tambah lagi film film actionnya yang bagus,5
Ok,5
Filmnya recomended,5
Good,5
Ok masih perlu update ditingkatkan pembaruan yg lebih,3
Opik😄,5
Ter the best deh pokoknya..,5
Mau login aja susah bolak balik terus,1
Coba dulu,5
Taik.. susah daftarnya.. masukin capta sudah benar..tpi malah akun tidak ditemukan.,1
Terlalu banyak film yang dilarang di indo,2
Ini kenapa aku dah berlangganan tapi kok masih gabisa melulu tolong!!!,1
Keren,5
"Gajelas akun yang udah terdaftar dan pernah di loginin di aplikasi bisa terus mau login melalui website malah tidak bisa ""nomor telepon tidak terdaftar"" Padahal udah benar masukkin nomornya",1
"Suara ada, tp videonya item gitu aja... padahal udh diupdate",2
"Buat kalian yg cari tontonan streaming dri Hape, tanpa ribet tanpa embel2 yg membagongkan. Please download aplikasi ini sekarg....ini tuhh aplikasii bagus bangettttt gak ribetttt...duhh bintang lima dehhh",5
Ini cara nonton nya gmn sihhh udh langganan ttp aja gk bs ..malah srh bayar lgi 🙈🙈,1
"Sudah bayar tapi tdk bs menonton, buruk sekali pelayanannya",1
"Sudah reendem kode 30hari berlangganan tapi, malah gak bisa dipakai, disuruh berlangganan ulang",1
"Subtitle nya ga pas, kualitas pemutaran loading nya lama. Tolong di perbaiki",3
Good,5
Mantap,5
"Aplikasi goblokkk,. Tololllll , bikin akun baru gabisa, login gabisaaaa , anjingggg. Member member taik anjinggg",1
Apk ojp,1
Su ribet ta mau bayar aja ribet,2
Saya sudah beli beli paket telekomsel tapi ttp gak bisa masuk,3
"Gabisa login telkomsel,susah bgt loginnya,ribet.",1
Baguss,5
Suka pengalaman 12 ok,4
"Film yg mau di tonton malah ga ad sub indo nya... pdhal sdh bela""in berlangganan",2
Film nya lebih di perbanyak lagi ya...dan dan tentu nya ada subtitle Indonesia ..byk film yg mau di tonton ternyata ga ada subtitle indo nya. .,4
Login payah sekali kek ajg ni aplikasi,1
"Aplikasi tersampah, dapat langganan, loginya susah minta ampun",1
"Kecewa,,,, dapat paket gratis dari Telkomsel tapi pas nonton harus bayar lagi",1
Tidak bisa aktif paketnya ?,1
seru,5
Ribet aktivasi,4
Worst streaming app. Video quality is very bad. Even though the resolution is set to the highest,1
Aneh,1
Sudah bayar g bisa perpanjang...kesal,3
"Banyak movie, series dan tv show berkelas dan bisa dinikmati secara gratis oleh pengguna telkomsel luv",4
"Kualitas gambar buruk, mau di tv ataupun di hp",2
i wish there was a speed playback feature; it would be so much better.,4
Bagus,5
Yadikaryadi,2
Ok,5
Baguus......,5
GG lah,5
Mantap jiwa,5
"Saya mendapatkan layanan gratis selama 1bln dari pembelian paket telkomsel internet sakti,tp pas dibuka aplikasi prime mobile nya tdk bs ditonton,malah hrs berlangganan dulu. Tolong diperbaiki fasilitas gratisnya,baru sy tambah bintangnya",3
aplikasi ga jelas,1
Tidak bisa di instal,1
coba dulu,1
log in susah,1
Bagus tp sedikit bingungin.,4
"UI gak mgotak lag, mana pilih kode negara sudah lagi putih semua gk keliatan kode negara nya . Masa sekelas Amazon tidak buat pendeteksi code negara padahal kan biar mudah jika hanya memasukan nomer nya udah ke deteksi kode negara nya",1
Susah login,1
"Film2 yang disuguhkan bagus2, untuk itu okehlah👍👍👍",4
Best choice movie n serial👍,5
Susah login duuh padahal no tlfn sudah lengkap sampe pusing,1
"susah login, OTP tidak pernah diterima",1
kurang banyak stok movienya,3
"Ini aplikasi parash sih, gak jelas bgt. Vidio kadang bisa diputar, kadang gak bisa malah disuruh langganan padahal udah member.",1
Amazon amazing,5
Kalau bagus saya tamba bintang 3 maaf saya kasi dulu dua buntang,2
Sudah banget mau masuk ga banget sumpil cape yang nomer udah di pake walaupun belom udah bikin baru kesalahan terus gembel bett,1
"Makin mantap, terus dijaga kualitas film-filmnya",5
"Gimana sih ini, mau daftar aja susah gimana mau pakai aplikasinya. Pakai nomor HP gabisa, pakai email jg gbs, katanya tdk dapat mengidentifikasi. Tolonglah, aplikasi nonton lainnya ga sesulit ini lho daftar masuknya. Sering dpt langganan gratis prime video malah ga pakai karena ribet daftarnya",1
"Film nya ga lengkap, ga bermutu. Lebih baik saya uninstal aja aplikasi ga bermutu ini",1
Saya sudah bayar berlangganan tapi nggak bisa dibuka semua video itu. Disebutkan kalo sy belum berlangganan apaan ribet aseli,1
Aplikasi bodoh login akun dibilang nomer ga terdaftar daftar akun dibilang dah terdaftar gmna si bego,1
Best,5
Ok,5
kurang smooth dan tool apknya masih kurang bgt,1
Aplikasi apaan codenya aja lama dikirim,1
"Udah berlangganan tapi masih ga bisa nonton,, Ga jelas nih aplikasi,,",1
Mantul,5
Apl nya susah di gunakan udh berlangganan tp gbs buat nntn film payah,2
Gabisa dftr,1
Secara umum sih lumayan meski dapat free dari pembelian paket data,5
Tolong dikasi tutorial untuk konek ke smart tv,5
Gw dapat langganan video prime gratis akses dong 🤗 1 bulan,5
"Mau bikin akun aja ribet nya minta ampun, gagal mulu tidak recommended",1
Huhu sayang banget susah bgt buat sistem pembayaran ya padahal saldo cukup dan semua akun sudah dikaitkan tapi GK bisa2 juga dbilang saldo GK cukup padahal cuma 59rbu saja bayarnya,1
Diih ga bisa login!!!,1
Amazon Prime Video emang top kualitas videonya...,5
Daftar akun aja sulit tingkat dewa,1
Aplikasi bagus aku suka tambah lagi dong anime nya macam donghua Battle Through the Heavens aku suka grafik dan jalan ceritanya. :),5
Cape harus update mulu dahh...🤣🤣,1
"The media player is so laggy and unplayable, even i downloaded first",1
Sudah langganan lewat T-sel. Tapi tidak bisa digunakan..,1
Jarang dipakai,5
S E R U !!!!,5
"Apk nya udah oke,,cuma memang perlu diperbaiki lagi,,ada beberapa bug didalam pemutaran film nya,,tapi tidak terlalu berpengaruh 👍",4
Susah log in,2
Bagus la,5
Sayang beberapa film yg saya suka ga ada subtittle indonesianya alhasil pakai subtittle melayu. Udah pakai subtittle melayu pun ga sinkron sama dialog. Makin pusing nontonnya. Kalau bisa teratasi bakal kasih bintang 5 sih.,3
Sangat bagus,5
"jelekkkk, w blm pernah daftar anjrit",1
Piceeekk gak kayak disney langsung otomatis conect dengan no hp ribet mana susah milihbkode negara pilihan putih semua,2
Buat smart TV gabisa kacau dm ig jg ga dibales,1
"Nomor saya sudah berlangganan di aplikasi tersebut, tapi kalau mau nonton masih Trial Free selama seminggu.!!",2
Update filmnya,5
"Aplikasi kocak, udah berlangganan pas diplay filmnya cuman suara ajah. Layar nya hitam",1
Jelek!! Katanya dpt langganan dr paket combo sakti TELKOMSEL.. tp g bisa di pakai.. Bohong!!,1
Ini bagimana ya sy sdh berlangan dan sy bayar pkai dana tapi sy mau nont aja g bisa smntara sya ksh bntag 2 dlu klau i ulasan sy d bls dan d bantu nanti sy akan beri bintang 5,2
"Kurang lengkap filmnya ,tolong dilengkapi lagi..",3
Ok... Banyak film bagus...,5
Log in gagal terus,3
"aplikasi sampah, untuk mendafdar saja tidak bisa di lakukan. katanya terjadi kesalahan. buat reperensi untuk aplikasi anda.",1
Coba Coba ajh,5
tontonan yg selalu new dan original... i like it full...,5
Nonton film box office dimana saja,5
Sudah berlangganan tapi gak bisa nonton gimana yaa caranyaaa,1
"aplikasi goblog ribet banget pake capca segala, aplikasi nonton doang aja ribet, kesel banget gua",1
Full of bugs,1
Semakin diperbanyak film kartunya,5
"Sampai saat ini, kereen👍👍",5
"Sejauh ini, ini adalah Aplikasi teribet dalam berlangganan. Sekian.",1
mau masuk aj GK bisa bisa ribet amat GK jelas kali aplikasi ni 🙄🙄,1
Good,5
"Udah langganan g bisa nonton film 1 pun, kami mengalami masalah terus rugi saya berlangganan",1
Sangat baik,5
"Subtitle bahasa indonesia tidak ada, akan lebih baik jika bisa ditambahkan.",3
Video,1
"login dengan no hp tidak bisa karena tidak terdaftar, tetapi ketika mendaftar menggunakan no hp yang sama tidak bisa juga karena tertulis no hp telah terdaftar, apa maksudnya?",1
"Tolong dong telkomsel rating jelek begini masih aja di pakai, lebih baik langganan yg sblumnyaa (disney+), mau log in di tv aja ribetnya kebangetan susah sekali,",1
Coba dulu,3
Nice,5
Bagus walaupun agak lambat,5
Pasang,1
Gimana cara mengincarnys,5
Buruk,1
Nice,4
"Sudah berlangganan lewat aplikasi mytelkomsel tapi tidak ada sms notifikasi dari primevideo, akhirnya paket gabisa dipakai, mau nonton harus langganan padahal sudah langganan",1
"Film barat nya ga jadul2 ,",1
Apk ngtd anj,1
"bagus, tapi tidak bisa full hd",4
Login susah,1
"UI aplikasinya masih kurang lengkap , contoh tidak ada lock screen saat streaming , dan performa aplikasinya jg kurang maksimal untuk mencapai resolusi yang baik ,di perlukan waktu cukup lama , padahal sinyal dalam keadaan baik-baik saja",1
"Bagus mudah banget digunakannya, semakin tambah lagi film filmnya yang berkualitas",5
Baguss tp kualitas pemutarannya,4
Terbaik,5
Beli paket prime video di telkomsel buruk sekali..responnya lambat..kalau tidak bisa tolong kembalikan uang sy,3
Film nya cukup seru kualitas baik,4
"Apk gak ada guna. Bolak balik log in log out. Tutor diyutub dll, fake semua",1
"Nice, udah banyak bug yang diperbaiki",5
Masih disney hotstar lebih bagus gila ni apk ga jelas ga tau knp telkomsel ganti ke ini lebih murah keknya,1
Ini apk sama kyk Disney+ Hotstar GK? Yg ad film bioskop Indonesianya?,5
Goblog,1
Menghibur,5
mana tombol kualitas grafik nya asu,1
"Filmnya bagus-bagus dan lengkap, okelah pokoknya..",5
Ga bisa sign up anjinggg,1
Lebih bagus vidio bajakan di banding apk ini. Burikkkk.,1
Ok,5
Suka gelap kalo lanjut menonton tidak ada gambar nya,1
Bagus film nya,5
"Tidak semua film memiliki Subtitle yg lengkap, banyak film yg tidak memiliki Subtitle Indonesia",2
Jelek resolusi kek apaan uda resolusi jelek ngelag sendiri padahal internet bagus bgus aja benerin lagi nih aplikasi burik amat,2
Bikin emosi aja udah daftar bener2 eh pas login gak masuk2...maksdnya apa?? Karakter selalu salah pas udah bener no tlp atau email yg salah terus aja muter kesalahannya gak login2!,1
"Perbaiki lah subtitle nya, miring mulu gak enak jadinya dibaca",4
B aja,4
Kek kontolllll,1
Mantaap,5
"Tampilan aplikasi masih kurang tertata diperlukan perbaikan, contoh aplikasi sebelah.",3
Kasih 4 dulu,4
Mantap,5
4fxlewufspdvPpdskkfie Ģ#:ře€^==&ekeo,1
Ga jelas cara bikin akunnya,1
Bagus cuy,5
"Udah langganan tpi di puter di tv gabisa. Di proyeksi juga gabisa, film indonesia minim, gausah donlod woi",1
Aplikasi ini bagus tida,1
Tidak cinta sesama manusia dan tidak cinta sesama muslim,5
Bagus tapi kualitas Videonya kadang ngga konsisten klw lagi nonton.,5
Hebat,5
Kenapa vidio yang udah dj download pas pembaharuan di hilangkan mohon perbaikan nya min kita perbaharui langganan terus vidio yang udah di download kok di hapus,1
Log out . Log in kembali ga bisa ... Aplikasi macam apa ini,1
Udah pake nomor telepon bener tetep gk bisa login,1
Bagus,5
"Ga bisa login,",1
"mau login aja susahnya minta ampun, gimana ini solusinya?!",1
Main,5
👍👍,5
Film2nya selalu yg ter update..,5
Mau daftar ja ribet ni aplikasi.gak jelas,1
"Sangat menarik dan menghibur, terimakasih",5
Nice,5
"Sering bermasalah pas download video, suka error",3
Kok udah ga bisa bayar langganan pake gopay/dana lagi???,4
Mantap,5
"Akun gk bisa login, parah",1
Kebanyakan film lama dan mudah di cari d youtube. Kasih film baru lah biar enak masa kalah sama aplikasi saingan.,1
Saya kasih 3 dulu soalnya masih belum begitu lengkap film2 nya,3
Mau masuk akun saja sulit udah daftar masuk nomor nya tapi tdk di temukan udah beli paket lagi hemmm,2
Bagus,5
"daftar pakai nomer hp yang sudah terdaftar paket prime video error terus Aneh, udah gitu menu pemilihan nomer hp +62nya kagak keliatan pula putih semua pas daftar",1
"ah hate this app. while playing the video via app, the screen keeps black showing no video while the audio is playing. even if i use wifi or data, even if i have set the video in the lowest quality. damn",3
"Saya sudah berlangganan, tapi tetap tidak bisa nonton dengan alasan belum ada membership, app tolol",1
parah sekali gk bisa puter film padahal sdh berlangganan,1
Aplikasi sampah login pake nomor susah bangett...pantas sepi peminat,1
"Ribet masuknya, error mulu alah gajeladssssssssssssssss sumpah dah",1
Filmnya kurang update sih,4
Ntap perbaikin ya kdng suka ga bisa masuk,5
"sangat seru, dan penuh kejutan",5
top,5
Bagus,5
Masuk saja tidak bisa.. kadang ada yang tidam bisa di pencet. Macet2,1
"Aplikasi sampah, tolol, , film nya gak ada yang bagus mending aplikasi sebelah lebih lengkap harga sama :v . Buat kalian yang mau download aplikasi ini mending jangan deh, aplikasi sampah",1
Puas,5
Bagus,5
Ok,5
Saya kasih bintang 4 karna tidak semua film dan seri ada bahasa indonesia.selain itu semua sudah oke,4
Cukup menghibur,5
Mau daftar buat login aja ndak bisa ribet amat ini app,1
SAMPAH KATA SANDI SAMA EMAIL UDAH BETUL TETAL AJA GA BISA LOGIN APLIKASI TOLOL,1
tolong perbanyak film2 lagi. sejauh ini mantab....,5
Tambahkan nonton virtual box dong,3
"Saat mendaftar di buat capek, bolak balik, saat daftar katanya nomor sudah di gunakan, saat login katanya akun tidak di temukan di nomor tersebut, capek....",1
Apk gak jelas,1
Susah bgt buat login . Gatau gimana caranya kalau lupa password kode apalagi yg dimasukkan setelah kode dr email haduh!,1
Kualitas video buruk,1
👍👍👍,5
Login coba 😡😡😡,1
"Udah bayar langganan, kenapa masih ngga bisa ada keterangan harus lamgganan lagi??",1
Tidak bisa klaim premium,1
Mau berlngganan aja sulit,1
Bagus dan mantap sampai saat ini saya blm menemui kendala dlm menonton Tingkatkan lagi pelayanan nya👍👍,5
Mantap dah pokoknya,5
"Udah bayar tapi ga bisa nonton ,aplikasi zonk",1
"Min, tolong lah bantuannya. Kenapa saya udh berlangganan melalui paket Telkomsel, dan ternyata pas sayang login ke prime vidio nya blm berlangganan. Gimana sih ini Min? Kalau emang ngk niat bikin apk, mendingan ngk ush bikin deh!!",1
Keren keren filmnya,5
buruk,1
"Ini aplikasi yg gak niat ya? Untuk input nomor hp saat pendaftaran. Kode areanya sulit diinput karena kolom untuk input dan font nya sama2 putih. Jadi tidak terlihat. Paket bundling dengan Telkomsel sering error. Saya sudah membeli paket yg bundling dg prime video. Kemudian saya ikuti langkah2 untuk klaim langganannya. Status langganannya activated. Namun, saat login ke akun prime video, akun saya tidak bisa nonton apa2. Tidak not recommended untuk bundling dg Telkomsel. Bagusan Disney",1
Oke banget,5
Ok,5
Mau login doang susah banget,1
Minta tolong filmnya yg box office aja,4
Aku kasih 5 dulu,5
Sudah ngikutin semua cara tetap ga bisa register,1
terhibur di waktu luang,5
"Udah daftar, beli paket internet bonus nonton prime 1 bulan, ehh gak taunya gak bisa nonton, malah dialihkan ke nonton gratis 7 hari, padahal waktu pertama daftar semua bisa diputar.. Ada apa dengan prime video..????",1
Goooddd,5
"Gabisa login pke no telkomsel, loginnya ribet",1
"Kebanyakan peraturan verifikator daftar ini , sini kau aku tendang dalam kotak sampah",1
Udh bayar via app telkomsel tp status tetap tidak berlangganan,1
aplikasi bagus saya puaaaas.,5
"Dasar apk gk jelas, udah berlangganan 1 bulan pasti di daftar katanya nmr ny udah terdaftar, pas mau login muncul pemberitahuan kami tidak menemukan akun dengan nomor tersebut. Mau nya ap sih apk ini buat rugi pelanggan aj",1
Baru coba. Rekomdasi sahabat,5
loginnya susah bgt anj,1
Aneh nya sudah berlangganan tetapi tidak bs,5
"masih perlu banyak perbaikan, bagaimana bisa layanan streaming tapi subtitlenya tidak pas?",2
"Padahal ada dapat dari Telkomsel 30hari tapi g bisa pakai..., mau cari untung aja ini aplikaai... Kalau emank wajib beli bagus batalin tuh kerja sma dgn Telkomsel nya parah....",1
ampas,1
nc parah,5
Langsung Uninstal....ribet aktivasinya,1
"Aplikasi ajg ,ribet ga rekomendasi",1
Bagus,4
"Prime video memang keren, di setiap filmnya ada tambahan keterangan jenis film tersebut, shg kita tdk salah memilih film yg mau kita tonton berdasarkan selera kita",5
"Pantas aja rating nya rendah, eang pas mau daftar aja ribet banget, harus berlangganan lagi",1
APK banyak masalah. pas register milih negara buat nomor hp nya putih semua. pas udah register malah muncul tulisan masalah internal....,1
"Paket prime video dari Telkomsel gk ada yg bisa dipakai. Masuk lewat link dari Telkomsel(97080) gk bisa diakses. Masuk dari web telkomsel,OTP dari 97080 gagal terus karena OTP tidak pernah valid. Beli paket 2x gk bisa akses film sama sekali. Terpaksa bayar lewat Gopay.",1
ribet,2
"Hadeh, sekelas perusahaan besar seperti Amazon ini kok aplikasinya lelet ya. Kan biasanya jika pembuat aplikasi pada perusahaan besar gak seperti ini tetapi nyatanya aplikasinya yang agak error. Sudah coba ganti ganti jaringan masih tetap sama",1
Bagus,1
Sudah buat akun terus tinggal login tp ribet ga masuk terus masa tiba-tiba lupa kata sandi aplikasi eror,1
"Senangnya beristri........, senangnya bisa nonton prime video... Ouy",5
"kirim kode otp aja 1/2thn ,,kan vangkei ,😤😤😤😤😤😤😤",1
"Translate di beberapa flm gabnr, masa bahasa indonesia jd bahasa melayu",2
"Ini prime video gimana dah, gabisa mulu sibuk lah, ada kesalahan lah Tolong dong prime ini gimana si",1
Bug dimana mana,1
Good,5
Aplikasi pleeer. Daftar susa bangat,1
Mau login aja di persusah,1
Susah kali mau daftar login,1
asli daftar aja susah kode negara putih doang gada tulisan ribet deh,1
"apk sampah, mau login diperibet ujung ujungnya malah diblokir gajelas, APLIKASI APAAN YG DISURUH LOGIN HARUS PAKE NICKNAME, GA SEMUA ORG INGET YG GA PENTING GTU, DISNNEY HOTSTAR JAUH LBH BAGUS DR PD SAMPAH INI",1
Idiot apps!,1
"aplikasi ga ada guna,, mau login aja susah aplikasi apaan ini sampahh",1
"Mau daftar susah,pake no tlp gk bs ,email gk bs ☹️mau daftar di bikin ribet 🥴",1
SUSAH BANGET daftar Ke mau tes PNS anjir udah habis waktu bukan langsung keisi ke Disney+ Malah suruh daftar lagi ayok lah Ribet banget anjir tolong di permudah lagi lah Riweh Bener cuma mau Nonton Doang,1
"Tolol, udah beli paket gabisa login anyink",1
"dulu gue langganan sedikit banget film yang seru sekarang sip deh udah banyak genre film yang tersedia baik dari anime, series, movie lumayan seru 😌👍 upgrade terus untuk fitur subtittlenya masa tiap mau muter film gak langsung otomatis? Harus dipencet dulu biar keluar subnya 😞",4
"Kualitas terjemahan ke bahasa indonesia buruk, kaku, seolah olah penerjemah tidak memahami jokes film dan hanya memahami bahasa baku. Jujur ini sangat mengganggu atmosfer film. Dan juga untuk beberapa film terjemahan ada yg sedikit terlambat dibanding suara aktor/aktris. Ini segera ditangani, jangan sampai orang yg menyukai detail film kecewa berat. Kalau perlu ganti para penerjemah! Bahkan penerjemah amatir seperti pein akatsuki contohnya, lebih baik daripada disini. Sekian",3
"Kesabaran setipis tisu. Baru download lgsung hapus. Efek ngak bisa bisa login nya. Daftar baru ngak bisa2, login pake aku. Google juga ngak bisa. Ahh syudah lah wkwk.. Ksini cuma penasaran sama film induk gajah aja sih..",1
Sulit mo login....susahhh,1
Teralu ribet,1
Good apk 👏🏻,5
Lumayan bagus. Kenapa teks Indonesia nya pake bahasa Melayu. Jadi sulit dipahami,4
Sangat memuaskan,5
"Aplikasi ribet, mau login aja susahnya minta ampun, pake email mau pun pake no ponsel sama saja ribet nya. Satu bintang buat aplikasi ini. 👎",1
"Sukaa sama aplikasi nyaa, walaupun agak ribet pas login pertama kali doank Kalo udh bisa login gampang banget, truss pilihan yg mw di tonton juga banyak",5
Bagai mana ini bisa lebih baik?,4
"Sangat tidak bagus,loading pun susah",1
Bagus,5
"Udah terdaftar tapi susah amat login nya kenapa sih susah bener, login nya yg ini benerr itu nya yang salah terus bolak balik",1
Aplikasi gk merespon saat masuk akun dan apknya berat saat buka aplikasi cuma layar hitam muncul tolong di perbaiki ✌️,1
"Sudah berlangganan lewat telkomsel. Tp setelah dibuka aplikasinya kok ga ada keterangan berlangganan ya, padahal sudah login",2
Tolong film 2 baru nya di up date trus,5
"so far saya nonton disini cukup bagus, cuman terjemahan video nya ke bahasa indonesia kadang kurang jelas dan juga kualitas videonya lumayan buruk",4
Aku kasih bintang tiga dulu banyak ribetttt.,3
Banyak film bagus,5
kenapa Layarnya blank???? kemarin aku nonton ada gambarnya..hadehhh,1
"Ga bisa login,,,jelek👎🏻 maap kalo jujur",1
Saya tidak bisa mulai video padahal saya sudah bayar,1
Bagus,5
Luar biasa video2 nya 😁😊🥰🥰,5
Anjir minimal kalo berbayar buat bales wa ga ke pause lah videonya ngeselin anjir tolong buat kayak sebelah bisa buat balas chat video tetep jalan,3
Tentang vidio vidio yg baru,5
"Coba aja gada perbedaan region, mau nonton beberapa film tapi cuma di region US",5
Aplikasi ini sangat bagus dan bisa menonton flm dengan nyaman sama kasih reting 5 bintang ok semoga sukses terus ke depan nya semoga jadi aplikasi terbaik di dunia,5
Luar biasa,5
"Mau login aja susah, banyak aturan apk lo. Gak gunaaaa bikin emosi",1
"cuman buat akun aja susah nya minta ampun, nunggu kode otp gk muncul² giliran relog malah muncul tuh kode🤬",1
Ok coba dulu,5
Jujur prime vidio gak jelas banget saya masuk g bisa bisa dan harus bahasa Inggris saya kecewa 😠,1
"Setelah Di update kualitas Gambar Video Jelek, padahal sinyal dan WiFi Stabil",1
"Tidak bisa memasukkan nomor telpon, sudah dimasukkan tapi kode otp tidak dapat walau sudah ditunggu lama",3
Dpt langganan dari telkomsel sebulan katanya. Tapi kok nggak bisa? Pdhl aplikasi lain langsung otomatis loh,1
Bagus,5
Mohon ditingkatkan kualitas,3
"Gratisan yang lumayan, meskipun lebih lengkap sebelah hehe 🙏🙏🙏",5
Ga jelas,1
bagusssssss,4
Uwi,5
Aku berumur //\\ 63 /// tahun,5
Gimana cara log in?,1
Ini kenapa film nya gak bisa keluar,1
Cukup bagus,5
IMANUEL,5
Saran versi gratis,5
Mau daftar aja susah sumpah.. Apk sampah mending ga usah download.,1
Gagal terus kalau mau login bilang nya ada kesalahan internal ditunggu kyk gitu lg tolong diperbaiki,1
